county,candidate,votes
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,296
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,6
Knox,Joe Schriner,0
Knox,Joseph R. Biden,57
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,284
Knox,Howie Hawkins,1
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,11
Knox,Joe Schriner,0
Knox,Joseph R. Biden,203
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,23
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,1
Knox,Joe Schriner,0
Knox,Joseph R. Biden,14
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,274
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,12
Knox,Joe Schriner,0
Knox,Joseph R. Biden,116
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,424
Knox,Howie Hawkins,2
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,16
Knox,Joe Schriner,0
Knox,Joseph R. Biden,177
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,1
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,407
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,21
Knox,Joe Schriner,0
Knox,Joseph R. Biden,237
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,379
Knox,Howie Hawkins,1
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,13
Knox,Joe Schriner,0
Knox,Joseph R. Biden,184
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,1
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,479
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,8
Knox,Joe Schriner,0
Knox,Joseph R. Biden,191
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,346
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,12
Knox,Joe Schriner,0
Knox,Joseph R. Biden,176
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,282
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,4
Knox,Joe Schriner,0
Knox,Joseph R. Biden,126
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,438
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,5
Knox,Joe Schriner,0
Knox,Joseph R. Biden,189
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,366
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,10
Knox,Joe Schriner,0
Knox,Joseph R. Biden,168
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,441
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,16
Knox,Joe Schriner,0
Knox,Joseph R. Biden,227
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,475
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,12
Knox,Joe Schriner,0
Knox,Joseph R. Biden,186
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,701
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,19
Knox,Joe Schriner,0
Knox,Joseph R. Biden,275
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,215
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,5
Knox,Joe Schriner,0
Knox,Joseph R. Biden,87
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,376
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,5
Knox,Joe Schriner,0
Knox,Joseph R. Biden,95
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,118
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,1
Knox,Joe Schriner,0
Knox,Joseph R. Biden,53
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,766
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,19
Knox,Joe Schriner,0
Knox,Joseph R. Biden,216
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,0
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,0
Knox,Joe Schriner,0
Knox,Joseph R. Biden,0
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Knox,Abram Loeb,0
Knox,Brian Carroll,0
Knox,Christopher Stried,0
Knox,Deborah Rouse,0
Knox,Donald J. Trump,497
Knox,Howie Hawkins,0
Knox,James L Johnson Jr.,0
Knox,Jo Jorgensen,8
Knox,Joe Schriner,0
Knox,Joseph R. Biden,66
Knox,Kasey Wells,0
Knox,Mitchell Williams,0
Knox,Randall F,0
Knox,Shawn Howard,0
Knox,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,391
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,12
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,69
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,259
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,6
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,56
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,1
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,423
Kosciusko,Howie Hawkins,1
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,16
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,92
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,227
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,4
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,35
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,222
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,4
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,28
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,1
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,458
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,19
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,131
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,459
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,9
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,87
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,332
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,15
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,59
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,203
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,7
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,40
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,273
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,6
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,45
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,66
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,1
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,20
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,230
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,4
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,26
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,159
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,1
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,17
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,337
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,10
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,68
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,194
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,10
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,39
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,482
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,8
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,85
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,585
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,24
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,159
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,416
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,16
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,149
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,393
Kosciusko,Howie Hawkins,1
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,13
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,139
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,729
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,23
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,209
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,208
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,10
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,105
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,9
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,0
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,8
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,433
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,19
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,140
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,251
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,8
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,59
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,423
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,19
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,89
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,235
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,5
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,32
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,378
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,5
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,81
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,517
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,16
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,100
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,582
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,19
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,226
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,736
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,13
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,198
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,695
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,21
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,211
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,661
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,13
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,181
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,0
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,0
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,0
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,0
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,0
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,0
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,629
Kosciusko,Howie Hawkins,0
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,19
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,171
Kosciusko,Kasey Wells,0
Kosciusko,Mitchell Williams,0
Kosciusko,Randall F,0
Kosciusko,Shawn Howard,0
Kosciusko,Valerie Mccray,0
Kosciusko,Abram Loeb,0
Kosciusko,Brian Carroll,0
Kosciusko,Christopher Stried,0
Kosciusko,Deborah Rouse,0
Kosciusko,Donald J. Trump,309
Kosciusko,Howie Hawkins,1
Kosciusko,James L Johnson Jr.,0
Kosciusko,Jo Jorgensen,9
Kosciusko,Joe Schriner,0
Kosciusko,Joseph R. Biden,102
